tick,merged_mrx,merged_mry,merged_lat,merged_lng
"1561947849,""['775169.5171061463', '773166.072400467', '773411.8658361386']"",""['6614737.0982127', '6617573.717908943', '6618351.180709875']"",""['50.96291875', '50.978965', '50.983362']"",""['6.96346625', '6.945469', '6.9476770000000005']"""
"1561947850,""['775171.3260478717', '773166.1837199578', '773412.199794611']"",""['6614738.644751576', '6617576.370029635', '6618347.290552062']"",""['50.9629275', '50.97898', '50.98334']"",""['6.9634825', '6.94547', '6.94768']"""
"1561947851,""['775173.1349895971', '773166.5176784302', '773413.8695869729']"",""['6614740.191290452', '6617580.96705913', '6618319.706325465']"",""['50.96293625', '50.979006', '50.983184']"",""['6.96349875', '6.945473', '6.947695']"""
"1561947852,""['775174.9439313225', '773166.8516369025', '773415.5393793348']"",""['6614741.737829328', '6617585.564088624', '6618292.122098867']"",""['50.962945000000005', '50.979032', '50.983028']"",""['6.963515', '6.945476', '6.94771']"""
"1561947853,""['775176.7528730478', '773167.1855953749', '773417.2091716967']"",""['6614743.284368204', '6617590.161118119', '6618264.53787227']"",""['50.962953750000004', '50.979058', '50.982872']"",""['6.96353125', '6.945479000000001', '6.947725']"""
"1561947854,""['775178.5618147732', '773167.5195538473', '773418.8789640586']"",""['6614744.83090708', '6617594.758147613', '6618236.953645673']"",""['50.9629625', '50.979084', '50.982715999999996']"",""['6.963547500000001', '6.945482', '6.94774']"""
"1561947855,""['775180.3707564987', '773167.8535123197', '773420.5487564204']"",""['6614746.377445956', '6617599.355177108', '6618209.369419076']"",""['50.96297125', '50.97911', '50.98256']"",""['6.9635637500000005', '6.945485', '6.947755']"""
"1561947856,""['775182.1796982241', '773168.1874707921', '773422.2185487823']"",""['6614747.923984832', '6617603.952206603', '6618181.7851924775']"",""['50.96298', '50.979136', '50.982404']"",""['6.96358', '6.945488', '6.94777']"""
"1561947857,""['775185.1018348574', '773168.5214292645', '773423.8883411442']"",""['6614747.703050564', '6617608.549236097', '6618154.20096588']"",""['50.962978750000005', '50.979161999999995', '50.982248']"",""['6.963606250000001', '6.9454910000000005', '6.947785']"""
"1561947858,""['775188.0239714907', '773168.8553877368', '773425.5581335061']"",""['6614747.482116296', '6617613.146265592', '6618126.616739283']"",""['50.9629775', '50.979188', '50.982092']"",""['6.9636325', '6.945494', '6.9478']"""
"1561947859,""['775190.946108124', '773169.1893462092', '773427.227925868']"",""['6614747.261182028', '6617617.743295087', '6618099.032512685']"",""['50.96297625', '50.979214', '50.981936']"",""['6.9636587500000005', '6.945497', '6.947814999999999']"""
"1561947860,""['775193.8682447573', '773169.5233046815', '773428.8977182299']"",""['6614747.040247759', '6617622.340324582', '6618071.448286088']"",""['50.962975', '50.97924', '50.98178']"",""['6.963685', '6.9455', '6.94783']"""
"1561947861,""['775196.7903813906', '773169.9685826447', '773429.4543156839']"",""['6614746.819313491', '6617625.522898542', '6618066.674187114']"",""['50.96297375', '50.979257999999994', '50.981753']"",""['6.96371125', '6.945504', '6.9478349999999995']"""
"1561947862,""['775199.7125180239', '773170.4138606079', '773430.0109131378']"",""['6614746.598379223', '6617628.705472502', '6618061.900088141']"",""['50.9629725', '50.979276', '50.981726']"",""['6.963737500000001', '6.945508', '6.947839999999999']"""
"1561947863,""['775202.6346546572', '773170.8591385711', '773430.5675105918']"",""['6614746.377444955', '6617631.888046462', '6618057.125989168']"",""['50.962971249999995', '50.979293999999996', '50.981699']"",""['6.96376375', '6.945512', '6.947845']"""
"1561947864,""['775205.5567912905', '773171.3044165343', '773431.1241080457']"",""['6614746.1565106865', '6617635.070620422', '6618052.351890194']"",""['50.96297', '50.979312', '50.981672']"",""['6.96379', '6.9455160000000005', '6.94785']"""
"1561947865,""['775208.8963760143', '773171.7496944974', '773431.6807054997']"",""['6614745.493708169', '6617638.253194382', '6618047.5777912205']"",""['50.96296625', '50.97933', '50.981645']"",""['6.96382', '6.94552', '6.947855']"""
"1561947866,""['775212.2359607382', '773172.1949724606', '773432.2373029537']"",""['6614744.830905652', '6617641.435768342', '6618042.803692247']"",""['50.9629625', '50.979347999999995', '50.981618']"",""['6.963850000000001', '6.945524', '6.9478599999999995']"""
"1561947867,""['775215.575545462', '773172.6402504238', '773432.7939004076']"",""['6614744.168103134', '6617644.618342302', '6618038.029593273']"",""['50.96295875', '50.979366', '50.981591']"",""['6.9638800000000005', '6.945528', '6.947864999999999']"""
"1561947868,""['775218.9151301858', '773173.085528387', '773433.3504978616']"",""['6614743.505300617', '6617647.800916262', '6618033.2554943']"",""['50.962955', '50.979383999999996', '50.981564']"",""['6.96391', '6.945532', '6.94787']"""
"1561947869,""['775222.2547149096', '773173.5308063502', '773433.9070953155']"",""['6614742.8424980985', '6617650.983490222', '6618028.481395327']"",""['50.96295125', '50.979402', '50.981537']"",""['6.96394', '6.945536000000001', '6.947875']"""
"1561947870,""['775225.5942996334', '773173.9760843134', '773434.4636927695']"",""['6614742.179695581', '6617654.166064182', '6618023.707296353']"",""['50.9629475', '50.97942', '50.98151']"",""['6.96397', '6.94554', '6.94788']"""
"1561947871,""['775228.9338843572', '773174.8666402397', '773434.5750122603']"",""['6614741.516893064', '6617659.1167593105', '6618018.756408224']"",""['50.96294375', '50.979448', '50.981482']"",""['6.964', '6.9455480000000005', '6.947881']"""
"1561947872,""['775232.273469081', '773175.7571961661', '773434.6863317512']"",""['6614740.854090546', '6617664.067454439', '6618013.805520096']"",""['50.96294', '50.979476', '50.981454']"",""['6.96403', '6.945556', '6.947882']"""
"1561947873,""['775235.7522031683', '773176.6477520923', '773434.7976512419']"",""['6614741.075024671', '6617669.018149567', '6618008.854631967']"",""['50.96294125', '50.979504', '50.981426']"",""['6.96406125', '6.945564', '6.947883']"""
"1561947874,""['775239.2309372555', '773177.5383080187', '773434.9089707327']"",""['6614741.295958796', '6617673.968844695', '6618003.903743839']"",""['50.962942500000004', '50.979532', '50.981398']"",""['6.9640925', '6.945572', '6.947884']"""
"1561947875,""['775242.7096713429', '773178.4288639451', '773435.0202902235']"",""['6614741.51689292', '6617678.919539822', '6617998.95285571']"",""['50.96294375', '50.97956', '50.98137']"",""['6.96412375', '6.94558', '6.947884999999999']"""
"1561947876,""['775246.1884054302', '773179.3194198714', '773435.1316097144']"",""['6614741.737827046', '6617683.87023495', '6617994.001967581']"",""['50.962945000000005', '50.979588', '50.981342']"",""['6.964155', '6.945588', '6.947886']"""
"1561947877,""['775249.6671395174', '773180.2099757978', '773435.2429292052']"",""['6614741.9587611705', '6617688.820930079', '6617989.051079453']"",""['50.96294625', '50.979616', '50.981314']"",""['6.96418625', '6.945596', '6.947887']"""
"1561947878,""['775253.1458736047', '773181.100531724', '773435.3542486959']"",""['6614742.179695295', '6617693.771625207', '6617984.100191324']"",""['50.9629475', '50.979644', '50.981286']"",""['6.9642175', '6.945604', '6.947888']"""
"1561947879,""['775256.6246076919', '773181.9910876504', '773435.4655681867']"",""['6614742.40062942', '6617698.722320335', '6617979.149303196']"",""['50.96294875', '50.979672', '50.981258']"",""['6.964248749999999', '6.945612', '6.947889']"""
"1561947880,""['775260.1033417792', '773182.8816435768', '773435.5768876775']"",""['6614742.6215635445', '6617703.673015463', '6617974.198415067']"",""['50.96295', '50.9797', '50.98123']"",""['6.96428', '6.94562', '6.94789']"""
"1561947881,""['775263.9299492752', '773183.2156020491', '773438.025916475']"",""['6614746.266989947', '6617703.849826556', '6617958.638675325']"",""['50.962970625', '50.979701', '50.981142']"",""['6.964314375', '6.945622999999999', '6.9479120000000005']"""
"1561947882,""['775267.7565567712', '773183.5495605215', '773440.4749452724']"",""['6614749.91241635', '6617704.026637649', '6617943.078935583']"",""['50.96299125', '50.979702', '50.981054']"",""['6.964348749999999', '6.945626', '6.947934']"""
"1561947883,""['775271.5831642672', '773183.883518994', '773442.9239740699']"",""['6614753.557842754', '6617704.203448742', '6617927.519195842']"",""['50.963011875', '50.979703', '50.980965999999995']"",""['6.9643831249999995', '6.945629', '6.947956']"""
"1561947884,""['775275.4097717633', '773184.2174774663', '773445.3730028673']"",""['6614757.203269157', '6617704.380259834', '6617911.959456099']"",""['50.9630325', '50.979704', '50.980878']"",""['6.9644175', '6.945632', '6.947978']"""
"1561947885,""['775279.2363792593', '773184.5514359387', '773447.8220316648']"",""['6614760.848695559', '6617704.557070928', '6617896.399716357']"",""['50.963053125', '50.979704999999996', '50.98079']"",""['6.964451875', '6.945634999999999', '6.948']"""
"1561947886,""['775283.0629867553', '773184.885394411', '773450.2710604622']"",""['6614764.494121963', '6617704.73388202', '6617880.839976615']"",""['50.96307375', '50.979706', '50.980702']"",""['6.96448625', '6.945638', '6.948022']"""
"1561947887,""['775286.8895942513', '773185.2193528834', '773452.7200892597']"",""['6614768.139548366', '6617704.910693113', '6617865.280236874']"",""['50.963094375', '50.979707', '50.980614']"",""['6.964520625', '6.945641', '6.948043999999999']"""
"1561947888,""['775290.7162017473', '773185.5533113559', '773455.1691180571']"",""['6614771.784974769', '6617705.087504205', '6617849.720497131']"",""['50.963115', '50.979707999999995', '50.980526']"",""['6.964555', '6.945644', '6.948066']"""
"1561947889,""['775294.5428092434', '773185.8872698282', '773457.6181468546']"",""['6614775.430401172', '6617705.264315299', '6617834.160757389']"",""['50.963135625', '50.979709', '50.980438']"",""['6.964589375', '6.945646999999999', '6.948088']"""
"1561947890,""['775298.3694167394', '773186.2212283006', '773460.067175652']"",""['6614779.075827574', '6617705.441126391', '6617818.601017647']"",""['50.96315625', '50.97971', '50.98035']"",""['6.9646237499999994', '6.94565', '6.94811']"""
"1561947891,""['775302.1960242355', '773186.6665062638', '773463.5180798667']"",""['6614782.721253978', '6617705.79474869', '6617799.682185933']"",""['50.963176874999995', '50.979712', '50.980243']"",""['6.964658125', '6.945653999999999', '6.948141']"""
"1561947892,""['775306.0226317315', '773187.111784227', '773466.9689840812']"",""['6614786.366680381', '6617706.14837099', '6617780.763354218']"",""['50.9631975', '50.979714', '50.980136']"",""['6.9646925', '6.945658', '6.948172']"""
"1561947893,""['775309.8492392275', '773187.5570621901', '773470.4198882958']"",""['6614790.012106784', '6617706.501993289', '6617761.844522502']"",""['50.963218125', '50.979715999999996', '50.980029']"",""['6.964726875', '6.945662', '6.9482029999999995']"""
"1561947894,""['775313.6758467235', '773188.0023401533', '773473.8707925103']"",""['6614793.657533187', '6617706.855615588', '6617742.925690788']"",""['50.963238749999995', '50.979718', '50.979922']"",""['6.9647612500000005', '6.945666', '6.948233999999999']"""
"1561947895,""['775317.5024542195', '773188.4476181164', '773477.321696725']"",""['6614797.30295959', '6617707.209237887', '6617724.006859073']"",""['50.963259375', '50.97972', '50.979815']"",""['6.964795625', '6.94567', '6.948264999999999']"""
"1561947896,""['775321.3290617155', '773188.8928960796', '773480.7726009396']"",""['6614800.948385993', '6617707.562860186', '6617705.088027358']"",""['50.96328', '50.979722', '50.979708']"",""['6.96483', '6.9456739999999995', '6.948296']"""
"1561947897,""['775325.6426919837', '773189.3381740428', '773484.2235051541']"",""['6614804.704300074', '6617707.916482486', '6617686.169195643']"",""['50.96330125', '50.979724000000004', '50.979601']"",""['6.96486875', '6.945678', '6.948327']"""
"1561947898,""['775329.956322252', '773189.7834520059', '773487.6744093688']"",""['6614808.460214154', '6617708.2701047845', '6617667.250363928']"",""['50.9633225', '50.979726', '50.979494']"",""['6.9649075', '6.945682', '6.948358']"""
"1561947899,""['775334.2699525203', '773190.2287299691', '773491.1253135833']"",""['6614812.216128235', '6617708.623727083', '6617648.331532214']"",""['50.96334375', '50.979728', '50.979387']"",""['6.96494625', '6.945686', '6.948389']"""
"1561947900,""['775338.5835827885', '773190.6740079323', '773494.5762177979']"",""['6614815.972042315', '6617708.977349383', '6617629.4127004985']"",""['50.963364999999996', '50.97973', '50.97928']"",""['6.964985', '6.94569', '6.94842']"""
"1561947901,""['775342.8972130568', '773191.0079664047', '773496.691288123']"",""['6614819.727956396', '6617709.507783117', '6617616.859323818']"",""['50.96338625', '50.979733', '50.979209000000004']"",""['6.96502375', '6.945693', '6.948439']"""
"1561947902,""['775347.210843325', '773191.341924877', '773498.8063584481']"",""['6614823.4838704765', '6617710.038216852', '6617604.305947139']"",""['50.9634075', '50.979736', '50.979138']"",""['6.9650625', '6.945696', '6.948458']"""
"1561947903,""['775351.5244735933', '773191.6758833495', '773500.9214287732']"",""['6614827.239784556', '6617710.568650586', '6617591.752570459']"",""['50.96342875', '50.979739', '50.979067']"",""['6.96510125', '6.945698999999999', '6.948477']"""
"1561947904,""['775355.8381038615', '773192.0098418219', '773503.0364990983']"",""['6614830.995698637', '6617711.09908432', '6617579.199193778']"",""['50.96345', '50.979742', '50.978996']"",""['6.96514', '6.945702', '6.948496']"""
"1561947905,""['775358.8993898584', '773192.3438002942', '773505.1515694233']"",""['6614833.205066282', '6617711.629518054', '6617566.645817099']"",""['50.9634625', '50.979745', '50.978925000000004']"",""['6.9651675', '6.945705', '6.948515']"""
"1561947906,""['775361.9606758552', '773192.6777587666', '773507.2666397484']"",""['6614835.414433926', '6617712.159951788', '6617554.092440419']"",""['50.963475', '50.979748', '50.978854']"",""['6.965195', '6.945708', '6.948534']"""
"1561947907,""['775365.021961852', '773193.0117172389', '773509.3817100734']"",""['6614837.623801571', '6617712.690385522', '6617541.539063739']"",""['50.9634875', '50.979751', '50.978783']"",""['6.9652225', '6.945710999999999', '6.948553']"""
"1561947908,""['775368.0832478488', '773193.3456757114', '773511.4967803985']"",""['6614839.833169216', '6617713.220819256', '6617528.985687058']"",""['50.963499999999996', '50.979754', '50.978712']"",""['6.96525', '6.945714', '6.948572']"""
"1561947909,""['775371.1445338456', '773193.6796341838', '773513.6118507236']"",""['6614842.04253686', '6617713.751252991', '6617516.432310379']"",""['50.9635125', '50.979757', '50.978640999999996']"",""['6.9652775', '6.945717', '6.948591']"""
"1561947910,""['775374.2058198424', '773194.0135926561', '773515.7269210487']"",""['6614844.251904505', '6617714.281686725', '6617503.878933699']"",""['50.963525', '50.97976', '50.97857']"",""['6.965305000000001', '6.94572', '6.94861']"""
"1561947911,""['775377.2671058392', '773194.0135926561', '773520.7362981344']"",""['6614846.461272149', '6617714.458498046', '6617485.491235493']"",""['50.9635375', '50.979760999999996', '50.978466']"",""['6.965332500000001', '6.94572', '6.9486550000000005']"""
